year,state,state_po,candidate,party,candidatevotes,totalvotes
1992,Delaware,DE,"Bush, George H.W.",republican,102313,289620
1992,Delaware,DE,"Perot, Ross",independent,59213,289620
1992,Delaware,DE,"Fulani, Lenora",new alliance,1105,289620
1992,Delaware,DE,"Marrou, Andre",libertarian,935,289620
1992,District of Columbia,DC,"Clinton, Bill",democrat,192619,227572
1992,District of Columbia,DC,"Bush, George H.W.",republican,20698,227572
1992,District of Columbia,DC,"Perot, Ross",independent,9681,227572
1992,District of Columbia,DC,"Fulani, Lenora",new alliance,1459,227572
1992,District of Columbia,DC,"Daniels, Ronald",independent,1446,227572
1992,District of Columbia,DC,,,676,227572
1992,District of Columbia,DC,"Marrou, Andre",libertarian,467,227572
1992,District of Columbia,DC,"Hagelin, John",natural law,230,227572
1992,District of Columbia,DC,Other,socialist,191,227572
1992,District of Columbia,DC,Other,socialist workers,105,227572
1992,Florida,FL,"Bush, George H.W.",republican,2173310,5313392
1992,Florida,FL,"Clinton, Bill",democrat,2071698,5313392
1992,Florida,FL,"Perot, Ross",independent,1053067,5313392
1992,Florida,FL,"Marrou, Andre",libertarian,15079,5313392
1992,Florida,FL,,,238,5313392
1992,Georgia,GA,"Clinton, Bill",democrat,1008966,2321133
1992,Georgia,GA,"Bush, George H.W.",republican,995252,2321133
1992,Georgia,GA,"Perot, Ross",independent,309657,2321133
1992,Georgia,GA,"Marrou, Andre",libertarian,7110,2321133
1992,Georgia,GA,,,148,2321133
1992,Hawaii,HI,"Clinton, Bill",democrat,179310,372842
1992,Hawaii,HI,"Bush, George H.W.",republican,136822,372842
1992,Hawaii,HI,"Perot, Ross",independent,53003,372842
1992,Hawaii,HI,"Gritz, James """"Bo""""",independent,1452,372842
1992,Hawaii,HI,"Marrou, Andre",libertarian,1119,372842
1992,Hawaii,HI,"Fulani, Lenora",new alliance,720,372842
1992,Hawaii,HI,"Hagelin, John",natural law,416,372842
1992,Idaho,ID,"Bush, George H.W.",republican,202645,482114
1992,Idaho,ID,"Clinton, Bill",democrat,137013,482114
1992,Idaho,ID,"Perot, Ross",independent,130395,482114
1992,Idaho,ID,"Gritz, James """"Bo""""",independent,10894,482114
1992,Idaho,ID,"Marrou, Andre",libertarian,1167,482114
1992,Illinois,IL,"Clinton, Bill",democrat,2453350,5050157
1992,Illinois,IL,"Bush, George H.W.",republican,1734096,5050157
1992,Illinois,IL,"Perot, Ross",independent,840515,5050157
1992,Illinois,IL,"Marrou, Andre",libertarian,9218,5050157
1992,Illinois,IL,"Fulani, Lenora",new alliance,5267,5050157
1992,Illinois,IL,"Gritz, James """"Bo""""",populist,3577,5050157
1992,Illinois,IL,"Hagelin, John",natural law,2751,5050157
1992,Illinois,IL,"Warren, James """"Mac""""",socialist workers,1361,5050157
1992,Illinois,IL,,,22,5050157
1992,Indiana,IN,"Bush, George H.W.",republican,989375,2305871
1992,Indiana,IN,"Clinton, Bill",democrat,848420,2305871
1992,Indiana,IN,"Perot, Ross",independent,455934,2305871
1992,Indiana,IN,"Marrou, Andre",libertarian,7936,2305871
1992,Indiana,IN,"Fulani, Lenora",new alliance,2583,2305871
1992,Indiana,IN,,,1623,2305871
1992,Iowa,IA,"Clinton, Bill",democrat,586353,1354607
1992,Iowa,IA,"Bush, George H.W.",republican,504891,1354607
1992,Iowa,IA,"Perot, Ross",independent,253468,1354607
1992,Iowa,IA,"Hagelin, John",natural law,3079,1354607
1992,Iowa,IA,Other,,1753,1354607
1992,Iowa,IA,"Gritz, James """"Bo""""",america first,1177,1354607
1992,Iowa,IA,"Marrou, Andre",libertarian,1076,1354607
1992,Iowa,IA,Blank Vote/Scattering,,741,1354607
1992,Iowa,IA,"Herer, Jack",grassroots,669,1354607
1992,Iowa,IA,"Phillips, Howard",taxpayers party,480,1354607
1992,Iowa,IA,"Warren, James """"Mac""""",socialist workers,273,1354607
1992,Iowa,IA,"Larouche, Lyndon, Jr.",independents for economic recovery,238,1354607
1992,Iowa,IA,Other,campaign for a new tomorrow,212,1354607
1992,Iowa,IA,"Fulani, Lenora",new alliance,197,1354607
1992,Kansas,KS,"Bush, George H.W.",republican,449951,1157236
1992,Kansas,KS,"Clinton, Bill",democrat,390434,1157236
1992,Kansas,KS,"Perot, Ross",independent,312358,1157236
1992,Kansas,KS,"Marrou, Andre",libertarian,4314,1157236
1992,Kansas,KS,,,179,1157236
1992,Kentucky,KY,"Clinton, Bill",democrat,665104,1492900
1992,Kentucky,KY,"Bush, George H.W.",republican,617178,1492900
1992,Kentucky,KY,"Perot, Ross",independent,203944,1492900
1992,Kentucky,KY,"Marrou, Andre",libertarian,4513,1492900
1992,Kentucky,KY,"Phillips, Howard",taxpayers party,989,1492900
1992,Kentucky,KY,"Hagelin, John",natural law,695,1492900
1992,Kentucky,KY,"Fulani, Lenora",new alliance,430,1492900
1992,Kentucky,KY,,,47,1492900
1992,Louisiana,LA,"Clinton, Bill",democrat,815971,1790017
1992,Louisiana,LA,"Bush, George H.W.",republican,733386,1790017
1992,Louisiana,LA,"Perot, Ross",independent,211478,1790017
1992,Louisiana,LA,"Gritz, James """"Bo""""",america first,18545,1790017
1992,Louisiana,LA,"Marrou, Andre",libertarian,3155,1790017
1992,Louisiana,LA,Other,equal justice and opportunity,1663,1790017
1992,Louisiana,LA,"Phillips, Howard",taxpayers party,1552,1790017
1992,Louisiana,LA,"Fulani, Lenora",more perfect democracy,1434,1790017
1992,Louisiana,LA,"Larouche, Lyndon, Jr.","justice, industry, and agriculture",1136,1790017
1992,Louisiana,LA,"Hagelin, John",natural law,889,1790017
1992,Louisiana,LA,"Yiamouyiannis, John",independent,808,1790017
1992,Maine,ME,"Clinton, Bill",democrat,263420,679499
1992,Maine,ME,"Perot, Ross",independent,206820,679499
1992,Maine,ME,"Bush, George H.W.",republican,206504,679499
1992,Maine,ME,"Marrou, Andre",libertarian,1681,679499
1992,Maine,ME,"Fulani, Lenora",new alliance,519,679499
1992,Maine,ME,"Phillips, Howard",taxpayers party,464,679499
1992,Maine,ME,Other,,91,679499
1992,Maryland,MD,"Clinton, Bill",democrat,988571,1984580
1992,Maryland,MD,"Bush, George H.W.",republican,707094,1984580
1992,Maryland,MD,"Perot, Ross",independent,281414,1984580
1992,Maryland,MD,"Marrou, Andre",libertarian,4715,1984580
1992,Maryland,MD,"Fulani, Lenora",new alliance,2786,1984580
1992,Massachusetts,MA,"Clinton, Bill",democrat,1318639,2773664
1992,Massachusetts,MA,"Bush, George H.W.",republican,805039,2773664
1992,Massachusetts,MA,"Perot, Ross",independent,630731,2773664
1992,Massachusetts,MA,"Marrou, Andre",libertarian,9021,2773664
1992,Massachusetts,MA,"Fulani, Lenora",new alliance,3172,2773664
1992,Massachusetts,MA,Other,independent voters,2218,2773664
1992,Massachusetts,MA,Other,,1990,2773664
1992,Massachusetts,MA,"Hagelin, John",natural law,1812,2773664
1992,Massachusetts,MA,"Larouche, Lyndon, Jr.",larouche for president party,1027,2773664
1992,Massachusetts,MA,"Brisben, J. Quinn",socialist party usa,13,2773664
1992,Massachusetts,MA,"Dodge, Earl",prohibition,2,2773664
1992,Michigan,MI,"Clinton, Bill",democrat,1871182,4274673
1992,Michigan,MI,"Bush, George H.W.",republican,1554940,4274673
1992,Michigan,MI,"Perot, Ross",independent,824813,4274673
1992,Michigan,MI,"Marrou, Andre",libertarian,10175,4274673
1992,Michigan,MI,"Phillips, Howard",tisch independent citizens,8263,4274673
1992,Michigan,MI,"Hagelin, John",natural law,2954,4274673
1992,Michigan,MI,"Halyard, Helen",workers world,1432,4274673
1992,Michigan,MI,,,914,4274673
1992,Minnesota,MN,"Clinton, Bill",democrat,1020997,2347948
1992,Minnesota,MN,"Bush, George H.W.",republican,747841,2347948
1992,Minnesota,MN,"Perot, Ross",independent,562506,2347948
1992,Minnesota,MN,"Marrou, Andre",libertarian,3374,2347948
1992,Minnesota,MN,"Gritz, James """"Bo""""",constitution party,3363,2347948
1992,Minnesota,MN,"Herer, Jack",grassroots,2659,2347948
1992,Minnesota,MN,,,2499,2347948
1992,Minnesota,MN,"Hagelin, John",natural law,1406,2347948
1992,Minnesota,MN,"Warren, James """"Mac""""",socialist workers,990,2347948
1992,Minnesota,MN,"Fulani, Lenora",new alliance,958,2347948
1992,Minnesota,MN,"Phillips, Howard",taxpayers party,733,2347948
1992,Minnesota,MN,"Larouche, Lyndon, Jr.",independents for economic recovery,622,2347948
1992,Mississippi,MS,"Bush, George H.W.",republican,487793,981793
1992,Mississippi,MS,"Clinton, Bill",democrat,400258,981793
1992,Mississippi,MS,"Perot, Ross",independent,85626,981793
1992,Mississippi,MS,Other,independent,4310,981793
1992,Mississippi,MS,"Marrou, Andre",libertarian,2154,981793
1992,Mississippi,MS,"Phillips, Howard",taxpayers party,1652,981793
1992,Missouri,MO,"Clinton, Bill",democrat,1053873,2391270
1992,Missouri,MO,"Bush, George H.W.",republican,811159,2391270
1992,Missouri,MO,"Perot, Ross",independent,518741,2391270
1992,Missouri,MO,"Marrou, Andre",libertarian,7497,2391270
1992,Montana,MT,"Clinton, Bill",democrat,154507,410583
1992,Montana,MT,"Bush, George H.W.",republican,144207,410583
1992,Montana,MT,"Perot, Ross",independent,107225,410583
1992,Montana,MT,Other,independent,3658,410583
1992,Montana,MT,"Marrou, Andre",libertarian,986,410583
1992,Nebraska,NE,"Bush, George H.W.",republican,343678,737546
1992,Nebraska,NE,"Clinton, Bill",democrat,216864,737546
1992,Nebraska,NE,"Perot, Ross",independent,174104,737546
1992,Nebraska,NE,Other,independent,1560,737546
1992,Nebraska,NE,"Marrou, Andre",libertarian,1340,737546
1992,Nevada,NV,"Clinton, Bill",democrat,189148,506318
1992,Nevada,NV,"Bush, George H.W.",republican,175828,506318
1992,Nevada,NV,"Perot, Ross",independent,132580,506318
1992,Nevada,NV,"Gritz, James """"Bo""""",populist,2892,506318
1992,Nevada,NV,Other,,2537,506318
1992,Nevada,NV,"Marrou, Andre",libertarian,1835,506318
1992,Nevada,NV,"Phillips, Howard",independent american,677,506318
1992,Nevada,NV,"Fulani, Lenora",independent,483,506318
1992,Nevada,NV,"Hagelin, John",natural law,338,506318
1992,New Hampshire,NH,"Clinton, Bill",democrat,209040,537215
1992,New Hampshire,NH,"Bush, George H.W.",republican,202484,537215
1992,New Hampshire,NH,"Perot, Ross",independent,121337,537215
1992,New Hampshire,NH,"Marrou, Andre",libertarian,3548,537215
1992,New Hampshire,NH,"Fulani, Lenora",new alliance,512,537215
1992,New Hampshire,NH,"Hagelin, John",natural law,294,537215
1992,New Jersey,NJ,"Clinton, Bill",democrat,1436206,3343594
1992,New Jersey,NJ,"Bush, George H.W.",republican,1356865,3343594
1992,New Jersey,NJ,"Perot, Ross",independent,521829,3343594
1992,New Jersey,NJ,"Marrou, Andre",libertarian,6822,3343594
1992,New Jersey,NJ,"Bradford, Drew",independent,4749,3343594
1992,New Jersey,NJ,"Fulani, Lenora",new alliance,3513,3343594
1992,New Jersey,NJ,"Phillips, Howard",taxpayers party,2670,3343594
1992,New Jersey,NJ,"Larouche, Lyndon, Jr.",6 million jobs,2095,3343594
1992,New Jersey,NJ,"Warren, James """"Mac""""",socialist workers,2011,3343594
1992,New Jersey,NJ,"Daniels, Ron",ron daniels independent,1996,3343594
1992,New Jersey,NJ,"Gritz, James """"Bo""""",america first populist,1867,3343594
1992,New Jersey,NJ,"Haylard, Helen",workers league,1618,3343594
1992,New Jersey,NJ,"Hagelin, John",natural law,1353,3343594
1992,New Mexico,NM,"Clinton, Bill",democrat,261617,569986
1992,New Mexico,NM,"Bush, George H.W.",republican,212824,569986
1992,New Mexico,NM,"Perot, Ross",independent,91895,569986
1992,New Mexico,NM,"Marrou, Andre",libertarian,1615,569986
1992,New Mexico,NM,"Phillips, Howard",taxpayers party,620,569986
1992,New Mexico,NM,"Hagelin, John",natural law,562,569986
1992,New Mexico,NM,"Fulani, Lenora",new alliance,369,569986
1992,New Mexico,NM,"Warren, James """"Mac""""",socialist workers,183,569986
1992,New Mexico,NM,"La Riva, Gloria Estella",workers world,181,569986
1992,New Mexico,NM,"Dodge, Earl",prohibition,120,569986
1992,New York,NY,"Clinton, Bill",democrat,3346894,7079432
1992,New York,NY,"Bush, George H.W.",republican,2041690,7079432
1992,New York,NY,"Perot, Ross",independent,1090721,7079432
1992,New York,NY,"Bush, George H.W.",conservative,177000,7079432
1992,New York,NY,Blank Vote/Scattering,,152951,7079432
1992,New York,NY,"Bush, George H.W.",right-to-life,127959,7079432
1992,New York,NY,"Clinton, Bill",liberal party,97556,7079432
1992,New York,NY,"Warren, James """"Mac""""",socialist workers,15472,7079432
1992,New York,NY,"Marrou, Andre",libertarian,13451,7079432
1992,New York,NY,"Fulani, Lenora",new alliance,11318,7079432
1992,New York,NY,"Hagelin, John",natural law,4420,7079432
1992,North Carolina,NC,"Bush, George H.W.",republican,1134661,2611850
1992,North Carolina,NC,"Clinton, Bill",democrat,1114042,2611850
1992,North Carolina,NC,"Perot, Ross",independent,357864,2611850
1992,North Carolina,NC,"Marrou, Andre",libertarian,5171,2611850
1992,North Carolina,NC,"Fulani, Lenora",new alliance,59,2611850
1992,North Carolina,NC,"Hagelin, John",natural law,41,2611850
1992,North Carolina,NC,"Warren, James """"Mac""""",socialist workers,12,2611850
1992,North Dakota,ND,"Bush, George H.W.",republican,136244,308133
1992,North Dakota,ND,"Clinton, Bill",democrat,99168,308133
1992,North Dakota,ND,"Perot, Ross",independent,71084,308133
1992,North Dakota,ND,Other,,1637,308133
1992,Ohio,OH,"Clinton, Bill",democrat,1984942,4939967
1992,Ohio,OH,"Bush, George H.W.",republican,1894310,4939967
1992,Ohio,OH,"Perot, Ross",independent,1036426,4939967
1992,Ohio,OH,Other,independent,24247,4939967
1992,Ohio,OH,,,42,4939967
1992,Oklahoma,OK,"Bush, George H.W.",republican,592929,1390359
1992,Oklahoma,OK,"Clinton, Bill",democrat,473066,1390359
1992,Oklahoma,OK,"Perot, Ross",independent,319878,1390359
1992,Oklahoma,OK,"Marrou, Andre",libertarian,4486,1390359
1992,Oregon,OR,"Clinton, Bill",democrat,621314,1462643
1992,Oregon,OR,"Bush, George H.W.",republican,475757,1462643
1992,Oregon,OR,"Perot, Ross",independent,354091,1462643
1992,Oregon,OR,"Marrou, Andre",libertarian,4277,1462643
1992,Oregon,OR,"Fulani, Lenora",new alliance,3030,1462643
1992,Oregon,OR,Other,,2609,1462643
1992,Oregon,OR,,,1565,1462643
1992,Pennsylvania,PA,"Clinton, Bill",democrat,2239164,4959810
1992,Pennsylvania,PA,"Bush, George H.W.",republican,1791841,4959810
1992,Pennsylvania,PA,"Perot, Ross",independent,902667,4959810
1992,Pennsylvania,PA,"Marrou, Andre",libertarian,21477,4959810
1992,Pennsylvania,PA,"Fulani, Lenora",new alliance,4661,4959810
1992,Rhode Island,RI,"Clinton, Bill",democrat,213299,453365
1992,Rhode Island,RI,"Bush, George H.W.",republican,131601,453365
1992,Rhode Island,RI,"Perot, Ross",independent,105045,453365
1992,Rhode Island,RI,"Fulani, Lenora",new alliance,1878,453365
1992,Rhode Island,RI,"Marrou, Andre",libertarian,571,453365
1992,Rhode Island,RI,"Larouche, Lyndon, Jr.",independents for larouche,494,453365
1992,Rhode Island,RI,"Hagelin, John",natural law,262,453365
1992,Rhode Island,RI,"Phillips, Howard",taxpayers party,215,453365
1992,South Carolina,SC,"Bush, George H.W.",republican,577507,1228912
1992,South Carolina,SC,"Clinton, Bill",democrat,525514,1228912
1992,South Carolina,SC,"Perot, Ross",independent,119257,1228912
1992,South Carolina,SC,"Marrou, Andre",libertarian,2719,1228912
1992,South Carolina,SC,"Phillips, Howard",american,2680,1228912
1992,South Carolina,SC,"Fulani, Lenora",united citizens,1235,1228912
1992,South Dakota,SD,"Bush, George H.W.",republican,136718,336254
1992,South Dakota,SD,"Clinton, Bill",democrat,124888,336254
1992,South Dakota,SD,"Perot, Ross",independent,73295,336254
1992,South Dakota,SD,"Marrou, Andre",libertarian,814,336254
1992,South Dakota,SD,Other,independent,539,336254
1992,Tennessee,TN,"Clinton, Bill",democrat,933521,1982638
1992,Tennessee,TN,"Bush, George H.W.",republican,841300,1982638
1992,Tennessee,TN,"Perot, Ross",independent,199968,1982638
1992,Tennessee,TN,Other,independent,7688,1982638
1992,Tennessee,TN,,,161,1982638
1992,Texas,TX,"Bush, George H.W.",republican,2496071,6154018
1992,Texas,TX,"Clinton, Bill",democrat,2281815,6154018
1992,Texas,TX,"Perot, Ross",independent,1354781,6154018
1992,Texas,TX,"Marrou, Andre",libertarian,19699,6154018
1992,Texas,TX,,,1652,6154018
1992,Utah,UT,"Bush, George H.W.",republican,322632,743998
1992,Utah,UT,"Perot, Ross",independent,203400,743998
1992,Utah,UT,"Clinton, Bill",democrat,183429,743998
1992,Utah,UT,"Gritz, James """"Bo""""",populist,28602,743998
1992,Utah,UT,"Marrou, Andre",libertarian,1900,743998
1992,Utah,UT,"Hagelin, John",natural law,1319,743998
1992,Utah,UT,"Larouche, Lyndon, Jr.",independents for economic recovery,1089,743998
1992,Utah,UT,"Fulani, Lenora",new alliance,414,743998
1992,Utah,UT,"Phillips, Howard",taxpayers party,393,743998
1992,Utah,UT,Other,american,292,743998
1992,Utah,UT,"Warren, James """"Mac""""",socialist workers,200,743998
1992,Utah,UT,"Daniels, Ron",campaign for a new tomorrow,177,743998
1992,Utah,UT,"Brisben, J. Quinn",socialist workers,151,743998
1992,Vermont,VT,"Clinton, Bill",democrat,133592,289701
1992,Vermont,VT,"Bush, George H.W.",republican,88122,289701
1992,Vermont,VT,"Perot, Ross",independent,65991,289701
1992,Vermont,VT,"Marrou, Andre",libertarian,501,289701
1992,Vermont,VT,,,488,289701
1992,Vermont,VT,Other,liberty union party,329,289701
1992,Vermont,VT,"Hagelin, John",natural law,315,289701
1992,Vermont,VT,"Phillips, Howard",taxpayers party,124,289701
1992,Vermont,VT,"Fulani, Lenora",new alliance,100,289701
1992,Vermont,VT,"Warren, James """"Mac""""",socialist workers,82,289701
1992,Vermont,VT,"Larouche, Lyndon, Jr.",freedom for larouche,57,289701
1992,Virginia,VA,"Bush, George H.W.",republican,1150517,2559129
1992,Virginia,VA,"Clinton, Bill",democrat,1038650,2559129
1992,Virginia,VA,"Perot, Ross",independent,348639,2559129
1992,Virginia,VA,Other,independent,15129,2559129
1992,Virginia,VA,"Marrou, Andre",libertarian,5730,2559129
1992,Virginia,VA,,,464,2559129
1992,Washington,WA,"Clinton, Bill",democrat,993037,2287565
1992,Washington,WA,"Bush, George H.W.",republican,731234,2287565
1992,Washington,WA,"Perot, Ross",independent,541780,2287565
1992,Washington,WA,"Marrou, Andre",libertarian,7533,2287565
1992,Washington,WA,"Gritz, James """"Bo""""",populist,4854,2287565
1992,Washington,WA,"Hagelin, John",natural law,2456,2287565
1992,Washington,WA,"Phillips, Howard",taxpayers party,2354,2287565
1992,Washington,WA,Other,independent,2026,2287565
1992,Washington,WA,"Fulani, Lenora",new alliance,1776,2287565
1992,Washington,WA,"Warren, James """"Mac""""",socialist workers,515,2287565
1992,West Virginia,WV,"Clinton, Bill",democrat,331001,683677
1992,West Virginia,WV,"Bush, George H.W.",republican,241974,683677
1992,West Virginia,WV,"Perot, Ross",independent,108829,683677
1992,West Virginia,WV,"Marrou, Andre",libertarian,1873,683677
1992,Wisconsin,WI,"Clinton, Bill",democrat,1041066,2531064
1992,Wisconsin,WI,"Bush, George H.W.",republican,930855,2531064
1992,Wisconsin,WI,"Perot, Ross",independent,544479,2531064
1992,Wisconsin,WI,Other,independent,7518,2531064
1992,Wisconsin,WI,"Marrou, Andre",libertarian,2877,2531064
1992,Wisconsin,WI,"Daniels, Ron",labor-farm-laborista-agrario,1833,2531064
1992,Wisconsin,WI,"Hagelin, John",natural law,1070,2531064
1992,Wisconsin,WI,Blank Vote/Scattering,,961,2531064
1992,Wisconsin,WI,"Hem, Roland",third party,405,2531064
1992,Wyoming,WY,"Bush, George H.W.",republican,79347,199884
1992,Wyoming,WY,"Clinton, Bill",democrat,68160,199884
1992,Wyoming,WY,"Perot, Ross",independent,51263,199884
1992,Wyoming,WY,"Marrou, Andre",libertarian,844,199884
1992,Wyoming,WY,"Fulani, Lenora",independent,270,199884
1996,Alabama,AL,"Dole, Robert",republican,769044,1534349
1996,Alabama,AL,"Clinton, Bill",democrat,662165,1534349
1996,Alabama,AL,,independent,95030,1534349
1996,Alabama,AL,"Browne, Harry",libertarian,5290,1534349
1996,Alabama,AL,"Hagelin, John",natural law,1697,1534349
1996,Alabama,AL,,,1123,1534349
1996,Alaska,AK,"Dole, Robert",republican,122746,241620
1996,Alaska,AK,"Clinton, Bill",democrat,80380,241620
